rule_code,ingredient_a_code,ingredient_a_name,ingredient_b_code,ingredient_b_name,pair_key,severity,action_type,is_overridable,title_vi,clinical_effect_vi,mechanism_vi,recommendation_vi,monitoring_guidance_vi,route_scope,applicability_note_vi,evidence_level,source_name,source_reference,source_url,rule_set_version,evidence_checked_at,review_status,clinical_signoff_status,is_active,demo_scenario,sample_product_a_code,sample_product_a_name,sample_product_b_code,sample_product_b_name,notes
DDI-DEMO-030,ING002926,Warfarin,ING002564,Sulfamethoxazole,ING002564:ING002926,HIGH,ADJUST_DOSE_OR_MONITOR,True,Sulfamethoxazole làm tăng tác dụng warfarin,Tăng INR và nguy cơ xuất huyết.,Sulfamethoxazole/trimethoprim có thể ức chế chuyển hóa và làm thay đổi vitamin K đường ruột.,Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P001678,Thuốc Cotrimxazon 960 điều trị nhiễm khuẩn (10 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-031,ING002926,Warfarin,ING002572,Clarithromycin,ING002572:ING002926,HIGH,ADJUST_DOSE_OR_MONITOR,True,Clarithromycin làm tăng tác dụng warfarin,Tăng INR và nguy cơ xuất huyết.,Macrolide có thể ức chế chuyển hóa và làm thay đổi hệ vi khuẩn đường ruột.,Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-032,ING002926,Warfarin,ING002612,Erythromycin,ING002612:ING002926,HIGH,ADJUST_DOSE_OR_MONITOR,True,Erythromycin làm tăng tác dụng warfarin,Tăng INR và nguy cơ xuất huyết.,Erythromycin có thể ức chế chuyển hóa warfarin.,Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P001619,Thuốc Erythromycin 500mg Vidipha điều trị nhiễm khuẩn (10 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-033,ING002926,Warfarin,ING002576,Ciprofloxacin,ING002576:ING002926,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Ciprofloxacin có thể làm tăng tác dụng warfarin,Có thể tăng INR và nguy cơ chảy máu.,Fluoroquinolone có thể ảnh hưởng chuyển hóa và hệ vi khuẩn tạo vitamin K.,Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P001769,Thuốc Ciprobay 200mg Bayer điều trị nhiễm trùng (100ml),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-034,ING002926,Warfarin,ING002549,Levofloxacin,ING002549:ING002926,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Levofloxacin có thể làm tăng tác dụng warfarin,Có thể tăng INR và nguy cơ chảy máu.,Fluoroquinolone có thể làm thay đổi đáp ứng chống đông.,Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P002003,Dung dịch Tavanic Sanofi điều trị bệnh nhiễm khuẩn (100ml),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-035,ING002926,Warfarin,ING003011,Sertraline,ING002926:ING003011,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Sertraline làm tăng nguy cơ chảy máu khi dùng warfarin,Tăng nguy cơ chảy máu dù INR có thể không thay đổi đáng kể.,"SSRI làm giảm serotonin tiểu cầu, cộng hợp với tác dụng chống đông.",Không tự phối hợp; cần kế hoạch kiểm tra INR và điều chỉnh theo bác sĩ.,Kiểm tra INR sớm sau khi bắt đầu/ngừng thuốc tương tác và theo dõi dấu hiệu chảy máu.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P003219,Thuốc Utralene-50 Umedica điều trị trầm cảm (10 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-036,ING002926,Warfarin,ING003582,Paracetamol,ING002926:ING003582,LOW,MONITOR,True,Dùng paracetamol lặp lại có thể làm tăng INR,Có thể làm thay đổi INR hoặc tăng nguy cơ chảy máu ở một số bệnh nhân.,Dùng liều cao hoặc nhiều ngày có thể tăng đáp ứng warfarin ở một số người.,Có thể dùng khi cần nhưng nên thông báo cho bác sĩ/dược sĩ và không tự kéo dài.,"Theo dõi INR và dấu hiệu chảy máu khi bắt đầu, ngừng hoặc dùng kéo dài.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,LOW_INFORMATION,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P005332,"Bột Hapacol 80 DHG giảm đau, hạ sốt (24 gói)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-037,ING002926,Warfarin,ING002550,Amoxicillin,ING002550:ING002926,LOW,MONITOR,True,Amoxicillin có thể làm thay đổi INR,Có thể làm thay đổi INR hoặc tăng nguy cơ chảy máu ở một số bệnh nhân.,Kháng sinh có thể làm thay đổi hệ vi khuẩn đường ruột và đáp ứng vitamin K.,Có thể dùng khi cần nhưng nên thông báo cho bác sĩ/dược sĩ và không tự kéo dài.,"Theo dõi INR và dấu hiệu chảy máu khi bắt đầu, ngừng hoặc dùng kéo dài.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,LOW_INFORMATION,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P001658,Bột Hagimox 250 DHG điều trị nhiễm khuẩn (24 gói),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-038,ING002926,Warfarin,ING002553,Azithromycin,ING002553:ING002926,LOW,MONITOR,True,Azithromycin có thể làm thay đổi INR,Có thể làm thay đổi INR hoặc tăng nguy cơ chảy máu ở một số bệnh nhân.,Đã có báo cáo tăng đáp ứng chống đông; mức độ thay đổi không đồng nhất.,Có thể dùng khi cần nhưng nên thông báo cho bác sĩ/dược sĩ và không tự kéo dài.,"Theo dõi INR và dấu hiệu chảy máu khi bắt đầu, ngừng hoặc dùng kéo dài.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,LOW_INFORMATION,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P002000,Bột Azithromycin 100 DHG điều trị nhiễm khuẩn (24 gói),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-039,ING002926,Warfarin,ING003259,Omeprazole,ING002926:ING003259,LOW,MONITOR,True,Omeprazole có thể ảnh hưởng nhẹ đến warfarin,Có thể làm thay đổi INR hoặc tăng nguy cơ chảy máu ở một số bệnh nhân.,Có thể làm tăng phơi nhiễm một đồng phân warfarin ở một số người.,Có thể dùng khi cần nhưng nên thông báo cho bác sĩ/dược sĩ và không tự kéo dài.,"Theo dõi INR và dấu hiệu chảy máu khi bắt đầu, ngừng hoặc dùng kéo dài.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,LOW_INFORMATION,P002643,Thuốc Warfarin 5 S.P.M điều trị ngắn hạn huyết khối tĩnh mạch và nghẽn mạch phổi cấp tính (3 vỉ x 10 viên),P003754,"Thuốc Ocid 20mg Zydus điều trị loét tá tràng, loét dạ dày (10 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-040,ING002897,Aspirin,ING002983,Ibuprofen,ING002897:ING002983,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Ibuprofen làm tăng nguy cơ chảy máu và có thể cản trở tác dụng aspirin,Tăng nguy cơ xuất huyết tiêu hóa; dùng gần thời điểm có thể làm giảm tác dụng chống tiểu cầu của aspirin liều thấp.,Hai NSAID cộng hợp độc tính tiêu hóa; ibuprofen có thể cạnh tranh tại COX-1 tiểu cầu.,Tránh dùng thường xuyên cùng nhau; bác sĩ/dược sĩ cần hướng dẫn thời điểm hoặc lựa chọn thay thế.,"Theo dõi đau thượng vị, phân đen và dấu hiệu chảy máu.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),P005407,Hapacol Prime Đau Nhức Kháng Viêm Dhg Pharma 10X10,Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-041,ING002897,Aspirin,ING003587,Naproxen,ING002897:ING003587,MEDIUM,AVOID_COMBINATION,True,Aspirin và naproxen làm tăng nguy cơ chảy máu,Tăng nguy cơ loét và xuất huyết tiêu hóa.,Tác dụng NSAID và ức chế tiểu cầu cộng hợp.,Tránh phối hợp thường quy; chọn thuốc giảm đau khác nếu phù hợp.,Theo dõi dấu hiệu xuất huyết tiêu hóa.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),P005406,Thuốc Naprofazt 250mg Chống viêm không steroid (5 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-042,ING002797,Clopidogrel,ING002897,Aspirin,ING002797:ING002897,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Phối hợp clopidogrel và aspirin làm tăng chảy máu,Tăng nguy cơ chảy máu; phối hợp có thể là điều trị có chủ đích trong một số bệnh tim mạch.,Ức chế tiểu cầu qua hai cơ chế khác nhau.,Chỉ sử dụng khi có chỉ định; không tự thêm aspirin.,"Theo dõi xuất huyết, hemoglobin và thời gian điều trị kép.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002374,Thuốc Dogrel SaVi giảm nguy cơ tai biến tim mạch (3 vỉ x 10 viên),P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-043,ING002797,Clopidogrel,ING002983,Ibuprofen,ING002797:ING002983,HIGH,AVOID_COMBINATION,True,Clopidogrel và ibuprofen làm tăng nguy cơ chảy máu,Tăng nguy cơ xuất huyết tiêu hóa.,Ức chế tiểu cầu cộng với tổn thương niêm mạc và tác dụng tiểu cầu của NSAID.,Tránh nếu có thể; chọn thuốc giảm đau khác theo bác sĩ/dược sĩ.,"Theo dõi phân đen, nôn máu, bầm tím và hemoglobin.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002374,Thuốc Dogrel SaVi giảm nguy cơ tai biến tim mạch (3 vỉ x 10 viên),P005407,Hapacol Prime Đau Nhức Kháng Viêm Dhg Pharma 10X10,Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-044,ING002878,Enoxaparin natri,ING002897,Aspirin,ING002878:ING002897,HIGH,ADJUST_DOSE_OR_MONITOR,True,Enoxaparin và aspirin làm tăng nguy cơ chảy máu,"Tăng nguy cơ xuất huyết, dù phối hợp có thể được chỉ định trong hội chứng vành cấp.",Chống đông và chống kết tập tiểu cầu cộng hợp.,Chỉ phối hợp khi có chỉ định và liều rõ ràng.,"Theo dõi chảy máu, tiểu cầu, hemoglobin và chức năng thận.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002470,Thuốc tiêm Gemapaxane 4000/0.4ml Italfarmaco dự phòng huyết khối tĩnh mạch (6 bơm tiêm),P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-045,ING002878,Enoxaparin natri,ING002983,Ibuprofen,ING002878:ING002983,HIGH,AVOID_COMBINATION,True,Enoxaparin và ibuprofen làm tăng nguy cơ chảy máu,Tăng nguy cơ xuất huyết tiêu hóa và chảy máu khác.,Tác dụng chống đông cộng hợp với NSAID.,Tránh nếu có thể; ưu tiên thuốc giảm đau khác theo hướng dẫn chuyên môn.,"Theo dõi chảy máu, hemoglobin và chức năng thận.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002470,Thuốc tiêm Gemapaxane 4000/0.4ml Italfarmaco dự phòng huyết khối tĩnh mạch (6 bơm tiêm),P005407,Hapacol Prime Đau Nhức Kháng Viêm Dhg Pharma 10X10,Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-046,ING002810,Apixaban,ING002617,Rifampicin,ING002617:ING002810,HIGH,AVOID_COMBINATION,True,Rifampicin làm giảm tác dụng apixaban,Giảm nồng độ apixaban và tăng nguy cơ huyết khối.,Rifampicin cảm ứng mạnh CYP3A4 và P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002875,"Thuốc NDP-Apixan 5mg Nadyphar hỗ trợ phòng ngừa đột quỵ, tăng huyết áp (2 vỉ x 10 viên)",P001748,"Thuốc Rifampicin 150mg Mekophar điều trị lao, phong (250 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-047,ING002810,Apixaban,ING002897,Aspirin,ING002810:ING002897,HIGH,ADJUST_DOSE_OR_MONITOR,True,Apixaban và aspirin làm tăng chảy máu,Tăng nguy cơ xuất huyết.,Chống đông và chống kết tập tiểu cầu cộng hợp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002875,"Thuốc NDP-Apixan 5mg Nadyphar hỗ trợ phòng ngừa đột quỵ, tăng huyết áp (2 vỉ x 10 viên)",P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-048,ING002810,Apixaban,ING002983,Ibuprofen,ING002810:ING002983,HIGH,AVOID_COMBINATION,True,Apixaban và ibuprofen làm tăng chảy máu,Tăng nguy cơ xuất huyết tiêu hóa và chảy máu khác.,NSAID cộng hợp nguy cơ chảy máu với apixaban.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002875,"Thuốc NDP-Apixan 5mg Nadyphar hỗ trợ phòng ngừa đột quỵ, tăng huyết áp (2 vỉ x 10 viên)",P005407,Hapacol Prime Đau Nhức Kháng Viêm Dhg Pharma 10X10,Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
